video_id,question_type,question,a0,a1,a2,a3,a4,correct_idx,predicted_idx,is_correct,confidence,prob_a0,prob_a1,prob_a2,prob_a3,prob_a4,correct_answer,predicted_answer
c2WyxV0dxjo_000296_000306,predictive_reason,Why?,[person_1] and [person_2] are still very focused on their performance.,[person_1] is showing off his skills professionally.,[person_1] is talking to the camera telling them how to play effectively.,Because [person_2] falls off bike.,[person_2] is enjoying the crowd attention very much.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] are still very focused on their performance.,[person_1] and [person_2] are still very focused on their performance.
c2WyxV0dxjo_000296_000306,counterfactual_reason,Why?,[person_1] is not attentive with the performance.,[person_1] stopped suddenly to avoid the car.,The glasses affect [person_1]'s vision.,[person_1] does not want to be recorded.,[person_1]'s skill is too simple.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The glasses affect [person_1]'s vision.,The glasses affect [person_1]'s vision.
1VT5NUv3xAY_000000_000010,explanatory,How is the room decorated?,Because the doll on the stage seems to be loaded with batteries.,[couch_1] is training his balance.,[couch_1] is holding the didgeridoo in his hands to play.,"With [couch_1] , [couch_2] and some paintings.",Because [couch_1] screams out of excitement.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,"With [couch_1] , [couch_2] and some paintings.","With [couch_1] , [couch_2] and some paintings."
ImSNzSU0fEs_000008_000018,explanatory,Why is [person_1] sitting on the chair?,Maybe [person_1] is participating in a competition.,[person_1] is stacking dice.,[person_1] is reading book.,[person_1] is sitting and playing.,Because [person_1] is playing checkers with [person_2].,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is playing checkers with [person_2].,Because [person_1] is playing checkers with [person_2].
slei0zsUaok_000043_000053,descriptive,What is the [person_1] holding?,The [person_1] is holding a cloth and a bottle.,The [person_1] is underneath an apple tree.,The [person_1] is near the grass.,The [person_1] is holding a potato.,The [person_1] is holding a skating aid.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] is holding a cloth and a bottle.,The [person_1] is holding a cloth and a bottle.
LI1KwBa1M3s_000004_000014,descriptive,What is [person_2] doing?,[person_2] is raising the feet.,[person_2] is playing the piano.,[person_2] is sitting next to the box.,[person_2] is eating something.,[person_2] is tossing the ball to [person_1].,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is tossing the ball to [person_1].,[person_2] is tossing the ball to [person_1].
LI1KwBa1M3s_000004_000014,explanatory,Why is [person_2] tossing the ball to [person_1]?,[person_1] wants to exercise.,Maybe [person_1] comes there to do exercise.,[person_2] is playing with [person_1].,[person_1] is playing the lute.,The [person_1] wants to learn how to play accordion.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is playing with [person_1].,[person_2] is playing with [person_1].
LI1KwBa1M3s_000004_000014,predictive,What will happen with [person_1] next after holding the ball?,[person_1] may toss the ball back to [person_2].,[person_1] will go on practicing.,[person_2] will follow what [person_1] does.,[person_2] will continue dancing.,[person_2] will keep dancing.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] may toss the ball back to [person_2].,[person_1] may toss the ball back to [person_2].
LI1KwBa1M3s_000004_000014,counterfactual,What will happen if [person_2] keeps the ball and does not toss it back to [person_1]?,Maybe [person_1] would not be as happy as now.,[person_1] will cry.,Maybe [person_1] will get burned.,[person_1] will smile.,It is probable that a man will feel hurt.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will cry.,[person_1] will cry.
bTQPLNrqBiI_000056_000066,predictive_reason,Why?,[person_1] is smiling.,[person_1] is going to rest.,[person_1] is spraying paint.,[person_1] finds hopscotch interesting.,[person_1] is also eager to open presents.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is smiling.,[person_1] is smiling.
bTQPLNrqBiI_000056_000066,counterfactual_reason,Why?,The boat will be shaken.,Because the machine has no sink.,Children are very afraid of strange things.,Because [person_1] had to drop the piggy bank to get her money out.,[person_1] could not use the machine because it was not working.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] could not use the machine because it was not working.,[person_1] could not use the machine because it was not working.
HUTb0pdj6eM_000121_000131,descriptive,How many tables are there?,There are a lot of cars.,There are 2 tables in all.,There is only one.,There is a couch in the video.,Only one.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,There are 2 tables in all.,There are 2 tables in all.
HUTb0pdj6eM_000121_000131,predictive,What will they do after laughing?,The driver will drive around.,Maybe five.,The interview is successful.,They will keep playing.,The plate may fly back again.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,They will keep playing.,They will keep playing.
yGhfSC_J5Pc_000029_000039,counterfactual,What will happen if [person_1] doesn't put the slides properly?,The printer would not be able to work.,[person_1] will try again.,[person_1] will try to dig the sand all the time.,[person_1] will try to throw the ball.,The slides will shatter.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The slides will shatter.,The slides will shatter.
d6aiC_AKFa8_000014_000024,explanatory,How do they play?,[clock_1] wants to keep fit.,They are playing rock - paper - scissors.,[clock_1] is waxing back in a salon.,Because he thinks it is fun.,[clock_1] is reading news on the computer.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,They are playing rock - paper - scissors.,They are playing rock - paper - scissors.
d6aiC_AKFa8_000014_000024,predictive,What will [person_2] do after winning this round?,[person_2] will take a video.,[person_2] will go backstage since his turn on stage is over.,[person_2] will continue sliding down.,[person_2] wants to show up.,[person_2] will stop playing.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] will stop playing.,[person_2] will stop playing.
kLa8jFuD54U_000018_000028,explanatory,How is [person_1] playing bagpipe?,[person_1] is playing bagpipe very enthusiastically.,[person_1] is playing bagpipe for kids.,Because [person_1] kneels on one knee suddenly.,"Because [person_1] is old , [person_1] can have some eye problems.",Because [person_1] didn't think that [person_1] will propose before.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is playing bagpipe very enthusiastically.,[person_1] is playing bagpipe very enthusiastically.
qPF9r-0izww_000045_000055,explanatory,Why do they slap their palms?,He used his hat to soak up the sweat.,The [person_1] lost balance and didn't want to fall.,[person_2] is watching people stomping.,Because [person_1] is moved by [person_1]'s proposal.,Because in order to keep the same rhythm.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because in order to keep the same rhythm.,Because in order to keep the same rhythm.
qPF9r-0izww_000045_000055,predictive,What will happen to [person_2] next?,[person_2] will give up and end this game.,[person_2] will continue showing what he is doing.,[person_2] will keep dancing.,[person_2] will keep doing Tai Ji.,[person_2] will continue playing dominoes.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] will give up and end this game.,[person_2] will give up and end this game.
qPF9r-0izww_000045_000055,counterfactual,What would they do if they want some punishment?,The loser will be slapped gently.,Cause danger to the residents.,The winner will be slapped gently.,The room would be very dark.,The loser will be slapped with noise.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The loser will be slapped gently.,The loser will be slapped gently.
qPF9r-0izww_000045_000055,counterfactual_reason,Why?,The [person_2] is paying attention to the program.,Because punishment is in form and for real punishment.,The person is now under the car.,"Because punishment is only in form , not for real punishment.",Long cups need more force to stable the inner dice.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,"Because punishment is only in form , not for real punishment.","Because punishment is only in form , not for real punishment."
hfkEWPr_7dc_000436_000446,explanatory,Why is [person_1] holding the paint can?,Because [person_1] is spraying paint on the picture.,[person_1] is skipping the rope.,[person_1] is running around to play basketball.,[person_1] wants to open the box.,[person_1] is shaking the dices.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is spraying paint on the picture.,Because [person_1] is spraying paint on the picture.
eOOwZ8OOulg_000046_000056,descriptive,How many apples are there in the basket?,[person_1] is helping [person_1].,No.,There are two apples.,the [person_1] is on the floor.,The [person_1] is being held by the [person_1].,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,There are two apples.,There are two apples.
eOOwZ8OOulg_000046_000056,explanatory,How does [person_1] peel the apple?,both [person_1] and [person_1] are creating supportive wall for each other to lean on.,[person_1] is exercising.,[person_1] does not exhale the smoke.,[person_1] will feel hot while exercising.,[person_1] uses a peeling machine to peel the apple.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] uses a peeling machine to peel the apple.,[person_1] uses a peeling machine to peel the apple.
VcUPa6OYK2g_000231_000241,predictive,What does [person_1] tend to do?,[person_1] tends to show the presents.,[person_1] has an intention of practicing the flute.,[person_1] tends to stop.,[person_1] tends to look at the place to throw the ball.,[person_1] intends to turn off the camera.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] tends to look at the place to throw the ball.,[person_1] tends to look at the place to throw the ball.
sfRueKX_lMs_000004_000014,predictive,What is [person_2] going to do?,[person_2] is going to say what [person_2] thinks about the wine.,[person_2] is going to ice swimming.,[person_2] is going to chase [person_1].,[person_2] is going to eat the cake.,[person_2] will throw the ball at [person_1] again.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is going to chase [person_1].,[person_2] is going to chase [person_1].
sfRueKX_lMs_000004_000014,counterfactual,What would happen if [person_2] caught [person_1]?,[person_2] would hit [person_1].,[person_1] would fall backwards.,[person_1] would cry.,[person_1] will go to the hospital immediately.,[person_1] would eat the food in the plate of [person_2].,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] would hit [person_1].,[person_2] would hit [person_1].
eXjyzM705q0_000041_000051,predictive_reason,Why?,[person_1] will go to the bed because [person_1] is going backwards.,[person_1] is looking at [person_1].,[person_1] is helping [person_1] to stretch.,He keeps asking help from someone and will start the jigsaw.,[person_1] has stepped aside.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will go to the bed because [person_1] is going backwards.,[person_1] will go to the bed because [person_1] is going backwards.
aj1ixLz1WEk_000260_000270,descriptive,What does [person_1] wear on his eyes?,The flute is white.,A pair of glasses.,The wall is black.,The wall is white.,The wall is yellow.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,A pair of glasses.,A pair of glasses.
aj1ixLz1WEk_000260_000270,explanatory,Why does his hand keep touching the slide?,[person_1] can see things more clearly.,Because no one turns [person_1] on.,Because he has to move the slide to look at microbes in different directions.,[person_1] is practicing stacking dices,[person_1] likes that.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,Because he has to move the slide to look at microbes in different directions.,Because he has to move the slide to look at microbes in different directions.
aj1ixLz1WEk_000260_000270,predictive_reason,Why?,[person_1] is dancing very enthusiastically.,[person_1] wants to practice better.,"It seems that [person_1] is in a lab , which means he needs to do an experiment.",[person_1] holding a water bottle.,[person_1] feels cold sitting on the floor.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,"It seems that [person_1] is in a lab , which means he needs to do an experiment.","It seems that [person_1] is in a lab , which means he needs to do an experiment."
aj1ixLz1WEk_000260_000270,counterfactual,What will happen if the glasses fall off from the nose of [person_1]?,[person_1] may go to get some ink.,[person_1] will hold his glasses up.,[person_1] and [person_1] would not perhaps dance.,The back of [person_1] will probably gradually bend.,He will sit on the [person_1] to have a rest.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will hold his glasses up.,[person_1] will hold his glasses up.
6dwuG8vEoaQ_000019_000029,predictive,What does [person_1] tend to do?,[person_1] will continue to open the gift.,[person_1] tends to play cricket.,[person_1] tends to practice pull - ups.,[person_1] tends to stand up and look at the view through the window.,[person_1] is tends to stop practicing.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] tends to stand up and look at the view through the window.,[person_1] tends to stand up and look at the view through the window.
